城市名称,年份,从业人员数,第一产业从业人员数,第二产业从业人员数,第三产业从业人员数,农村居民消费支出,农村居民人均收入,城镇居民消费支出,城镇居民人均收入,人均消费支出,人均可支配收入,城镇失业率,城镇化率,工资水平,人口密度（人/平方公里）,常住人口（万人）,户籍人口（万人）
city6,2022,,,,,,,41324.0,,40540.0,61698.0,2.0,95.0,67184.0,,,
city7,2001,,,,,,,,,,,4.0,,11460.0,,,
city7,2002,,,,,,,,,,,4.0,,14728.0,,,
city7,2003,285.0,80.0,137.0,68.0,,,,,,,4.0,,16860.0,,,
city7,2004,285.0,75.0,140.0,70.0,,,,,,,4.0,,19692.0,,,
city7,2005,285.0,65.0,148.0,73.0,,,,,,,4.0,,21576.0,529.0,,
city7,2006,294.0,56.0,157.0,81.0,,,,,,,3.0,,24628.0,542.0,439.0,435.0
city7,2007,301.0,53.0,162.0,87.0,,,,,,,3.0,56.0,26912.0,552.0,450.0,436.0
city7,2008,315.0,53.0,170.0,93.0,,,,,,,3.0,57.0,29952.0,559.0,458.0,436.0
city7,2009,329.0,52.0,172.0,105.0,,,,,,,4.0,57.0,30636.0,567.0,464.0,437.0
city7,2010,342.0,51.0,181.0,110.0,,,,,,,3.0,58.0,32500.0,592.0,470.0,438.0
city7,2011,343.0,52.0,181.0,111.0,,,,,,,3.0,59.0,35124.0,594.0,491.0,439.0
city7,2012,344.0,51.0,180.0,112.0,,,,,,,3.0,59.0,39808.0,596.0,493.0,440.0
city7,2013,344.0,51.0,179.0,114.0,13868.0,21304.0,,39565.0,,,3.0,60.0,45612.0,596.0,494.0,441.0
city7,2014,346.0,46.0,179.0,120.0,15632.0,23536.0,24220.0,43165.0,,,3.0,61.0,49032.0,597.0,495.0,442.0
city7,2015,347.0,46.0,178.0,123.0,17120.0,25648.0,26228.0,46745.0,22000.0,35332.0,3.0,62.0,54764.0,599.0,496.0,443.0
city7,2016,348.0,46.0,178.0,124.0,17784.0,27744.0,28156.0,50305.0,23784.0,38388.0,2.0,63.0,58728.0,601.0,497.0,443.0
city7,2017,348.0,45.0,178.0,125.0,19216.0,30328.0,28856.0,54445.0,24540.0,41504.0,2.0,64.0,61392.0,604.0,499.0,445.0
city7,2018,347.0,45.0,175.0,127.0,20888.0,33096.0,30876.0,59045.0,26456.0,45304.0,2.0,66.0,67488.0,607.0,501.0,446.0
city7,2019,348.0,45.0,173.0,130.0,22656.0,36120.0,33316.0,63935.0,28688.0,49388.0,2.0,67.0,75372.0,609.0,504.0,447.0
city7,2020,,,,,23132.0,38696.0,35924.0,66690.0,31108.0,53836.0,2.0,68.0,80604.0,635.0,506.0,448.0
city7,2021,330.0,18.0,160.0,152.0,27468.0,42636.0,36392.0,73100.0,31612.0,56600.0,2.0,71.0,85836.0,643.0,527.0,448.0
city7,2022,,,,,29772.0,45708.0,42764.0,76195.0,37445.0,62508.0,2.0,72.0,85836.0,645.0,,
city8,2000,,,,,,,,,,,3.0,,7976.0,,,
city8,2001,,,,,,,,,,,3.0,,7976.0,511.0,504.0,
city8,2002,237.0,138.0,45.0,53.0,,,,,,,4.0,,8948.0,514.0,,
city8,2003,262.0,126.0,45.0,90.0,,,,,,,4.0,,9852.0,516.0,,
city8,2004,270.0,118.0,48.0,104.0,,,,,,,4.0,,10800.0,520.0,,
city8,2005,274.0,112.0,55.0,107.0,,,,,,,4.0,,12168.0,524.0,,
city8,2006,282.0,101.0,68.0,112.0,,,,,,,4.0,,14132.0,529.0,,
city8,2007,294.0,99.0,82.0,114.0,,,,,,,3.0,38.0,16588.0,530.0,492.0,533.0
city8,2008,313.0,97.0,95.0,121.0,,,,,,,3.0,40.0,19840.0,533.0,486.0,534.0
city8,2009,347.0,98.0,110.0,139.0,,,,,,,3.0,41.0,23992.0,530.0,482.0,537.0
city8,2010,327.0,94.0,104.0,128.0,,,,,,,3.0,43.0,28176.0,535.0,481.0,534.0
city8,2011,361.0,94.0,126.0,142.0,,,11636.0,20260.0,,,3.0,51.0,32780.0,539.0,480.0,539.0
city8,2012,280.0,84.0,85.0,112.0,,,13312.0,22995.0,,,2.0,52.0,36984.0,543.0,480.0,543.0
city8,2013,281.0,83.0,85.0,114.0,,,14860.0,,,,2.0,54.0,41968.0,479.0,480.0,547.0
city8,2014,282.0,80.0,88.0,114.0,5944.0,,,25795.0,,,2.0,55.0,45520.0,559.0,483.0,553.0
city8,2015,283.0,79.0,89.0,115.0,6528.0,10024.0,,28105.0,,,2.0,57.0,51300.0,562.0,485.0,560.0
city8,2016,284.0,78.0,90.0,116.0,6920.0,14316.0,,30335.0,,,2.0,58.0,55232.0,5226.0,487.0,564.0
city8,2017,284.0,78.0,90.0,116.0,,11928.0,,24880.0,,,2.0,60.0,59640.0,,489.0,568.0
city8,2018,285.0,77.0,90.0,118.0,,17056.0,,35825.0,,,2.0,61.0,64628.0,5181.0,491.0,561.0
city8,2019,285.0,76.0,90.0,119.0,,18564.0,,38950.0,,,2.0,62.0,71472.0,5420.0,493.0,561.0
city8,2020,269.0,70.0,85.0,113.0,,19728.0,,40315.0,,,2.0,64.0,77872.0,,464.0,560.0
city8,2021,265.0,66.0,86.0,113.0,,21884.0,,43950.0,,,4.0,66.0,83216.0,,456.0,558.0
city8,2022,,,,,,23404.0,,46040.0,,,4.0,66.0,83216.0,,,
city9,2000,279.0,,,,,,,,,,3.0,,8216.0,,,
city9,2001,282.0,,,,,,,,,,3.0,,8216.0,473.0,525.0,645.0
city9,2002,288.0,,,,,,,,,,4.0,,9472.0,482.0,542.0,655.0
city9,2003,280.0,,,,,,,,,,3.0,,10380.0,491.0,552.0,661.0
city9,2004,284.0,,,,,,,,,,3.0,,12436.0,503.0,562.0,668.0
city9,2005,287.0,,,,,,,,,,3.0,,14528.0,510.0,576.0,671.0
city9,2006,303.0,171.0,68.0,64.0,,,,,,,3.0,39.0,16104.0,517.0,584.0,679.0
city9,2007,315.0,171.0,81.0,62.0,,,,,,,3.0,37.0,17148.0,528.0,595.0,702.0
city9,2008,333.0,184.0,81.0,67.0,,,,,,,3.0,37.0,19884.0,519.0,598.0,716.0
city9,2009,347.0,184.0,88.0,75.0,,,,,,,3.0,37.0,22036.0,515.0,593.0,726.0
city9,2010,273.0,149.0,58.0,67.0,,,,,,,3.0,38.0,24256.0,510.0,588.0,735.0
city9,2011,276.0,149.0,56.0,71.0,5584.0,8188.0,10180.0,16110.0,,,3.0,35.0,25808.0,515.0,583.0,747.0
city9,2012,278.0,147.0,57.0,74.0,6624.0,9504.0,13160.0,18030.0,,,3.0,36.0,30580.0,522.0,585.0,761.0
city9,2013,281.0,145.0,60.0,76.0,7624.0,10704.0,14300.0,20035.0,,,2.0,37.0,36664.0,526.0,591.0,749.0
city9,2014,281.0,142.0,61.0,78.0,9860.0,11912.0,15484.0,19540.0,,,2.0,38.0,42888.0,529.0,592.0,758.0
city9,2015,282.0,142.0,62.0,78.0,10644.0,13224.0,13928.0,21395.0,11236.0,15264.0,2.0,39.0,48156.0,519.0,593.0,772.0
city9,2016,283.0,142.0,62.0,79.0,11696.0,14520.0,15292.0,23320.0,12428.0,16844.0,2.0,37.0,53036.0,520.0,593.0,786.0
city9,2017,284.0,140.0,64.0,81.0,12480.0,15692.0,16264.0,25315.0,13480.0,18400.0,2.0,38.0,57056.0,524.0,594.0,799.0
city9,2018,286.0,136.0,62.0,129.0,13484.0,16948.0,17512.0,27160.0,14492.0,19884.0,2.0,38.0,61440.0,530.0,599.0,804.0
city9,2019,278.0,136.0,62.0,126.0,14448.0,18480.0,18020.0,29405.0,15440.0,21348.0,2.0,40.0,67840.0,535.0,606.0,811.0
city9,2020,271.0,79.0,61.0,131.0,15044.0,19620.0,19256.0,30730.0,16516.0,23176.0,2.0,41.0,73056.0,540.0,612.0,818.0
city9,2021,272.0,77.0,62.0,133.0,16452.0,21560.0,19440.0,33420.0,17012.0,24600.0,2.0,44.0,86584.0,543.0,618.0,823.0
city9,2022,,,,,,,20636.0,,18275.0,26724.0,2.0,45.0,86584.0,,,
city10,2001,,,,,,,,,,,4.0,,10316.0,,,
city10,2002,,,,,,,,,,,4.0,,13408.0,,,
city10,2003,142.0,73.0,29.0,40.0,,,,,,,4.0,,15944.0,,,
city10,2004,142.0,73.0,30.0,39.0,,,,,,,4.0,,18620.0,,,
city10,2005,142.0,69.0,32.0,41.0,,,,,,,4.0,,22916.0,131.0,,
city10,2006,143.0,67.0,33.0,43.0,,,,,,,4.0,,24956.0,132.0,227.0,251.0
city10,2007,146.0,65.0,35.0,45.0,,,,,,,4.0,39.0,27348.0,132.0,228.0,253.0
city10,2008,147.0,61.0,35.0,51.0,,,,,,,4.0,41.0,31444.0,133.0,229.0,254.0
city10,2009,150.0,63.0,37.0,50.0,,,,,,,4.0,41.0,36240.0,133.0,230.0,255.0
city10,2010,138.0,58.0,34.0,46.0,,,,,,,4.0,42.0,41140.0,122.0,231.0,257.0
city10,2011,138.0,57.0,34.0,47.0,,,,,,,4.0,48.0,44972.0,122.0,212.0,260.0
city10,2012,139.0,55.0,35.0,49.0,,,,,,,3.0,51.0,49068.0,122.0,212.0,261.0
city10,2013,140.0,54.0,36.0,51.0,10080.0,12168.0,,28005.0,,,3.0,53.0,56608.0,123.0,212.0,263.0
city10,2014,141.0,52.0,37.0,52.0,11480.0,13632.0,20004.0,30410.0,,,3.0,54.0,59780.0,123.0,212.0,264.0
city10,2015,141.0,52.0,37.0,53.0,12676.0,15000.0,21864.0,32875.0,16920.0,22424.0,3.0,55.0,66100.0,124.0,213.0,266.0
city10,2016,143.0,50.0,37.0,55.0,13936.0,16456.0,23556.0,35965.0,18396.0,24400.0,3.0,56.0,77236.0,125.0,214.0,266.0
city10,2017,144.0,50.0,37.0,57.0,15220.0,18072.0,25296.0,38995.0,19932.0,26756.0,3.0,58.0,85056.0,126.0,217.0,268.0
city10,2018,144.0,48.0,40.0,57.0,16620.0,19920.0,27016.0,42555.0,21568.0,29328.0,2.0,60.0,92580.0,127.0,219.0,269.0
city10,2019,144.0,46.0,45.0,54.0,18140.0,21928.0,29268.0,46435.0,23508.0,32244.0,2.0,62.0,103256.0,128.0,220.0,270.0
city10,2020,,,,,18332.0,23636.0,31876.0,48530.0,25716.0,35448.0,2.0,63.0,109418.0,145.0,221.0,271.0
city10,2021,142.0,14.0,51.0,77.0,21612.0,26384.0,31756.0,53255.0,25940.0,37744.0,2.0,62.0,115580.0,145.0,251.0,271.0
city10,2022,,,,,23576.0,28468.0,36676.0,55780.0,30385.0,42036.0,2.0,63.0,115580.0,145.0,,
city11,2000,,,,,,,,,,,3.0,,12148.0,,,
city11,2001,,,,,,,,,,,3.0,,12148.0,,,
city11,2002,,,,,,,,,,,4.0,,15352.0,,,
city11,2003,200.0,49.0,100.0,51.0,,,,,,,4.0,,17876.0,,,
city11,2004,202.0,44.0,98.0,60.0,,,,,,,4.0,,20776.0,,,
city11,2005,241.0,42.0,144.0,54.0,,,,,,,4.0,,20700.0,1025.0,,
city11,2006,274.0,42.0,167.0,66.0,,,,,,,4.0,,20644.0,1046.0,400.0,334.0
city11,2007,289.0,39.0,181.0,69.0,,,,,,,4.0,48.0,22624.0,1073.0,408.0,336.0
city11,2008,294.0,37.0,177.0,80.0,,,,,,,4.0,49.0,26004.0,1085.0,419.0,337.0
city11,2009,308.0,36.0,187.0,85.0,,,,,,,4.0,50.0,29216.0,1106.0,423.0,338.0
city11,2010,318.0,35.0,193.0,89.0,,,,,,,4.0,51.0,31960.0,1154.0,431.0,340.0
city11,2011,321.0,34.0,197.0,91.0,,,,,,,3.0,53.0,36316.0,1162.0,450.0,342.0
city11,2012,327.0,32.0,198.0,97.0,,,,,,,3.0,54.0,42984.0,1165.0,453.0,343.0
city11,2013,328.0,32.0,194.0,102.0,13440.0,22396.0,,38670.0,,,3.0,55.0,48328.0,1169.0,454.0,345.0
city11,2014,332.0,31.0,193.0,108.0,16160.0,24676.0,21104.0,42140.0,,,3.0,57.0,52944.0,1172.0,456.0,346.0
city11,2015,329.0,30.0,186.0,113.0,17520.0,26836.0,23032.0,45495.0,20304.0,34316.0,3.0,59.0,60308.0,1176.0,457.0,348.0
city11,2016,330.0,29.0,183.0,118.0,18864.0,28996.0,25544.0,48925.0,22336.0,37136.0,3.0,61.0,67688.0,1099.0,459.0,349.0
city11,2017,332.0,28.0,181.0,124.0,20240.0,31436.0,28312.0,53055.0,24136.0,40116.0,3.0,63.0,73836.0,1109.0,461.0,352.0
city11,2018,336.0,27.0,180.0,129.0,21708.0,34276.0,29872.0,57435.0,25616.0,43504.0,3.0,65.0,82932.0,1125.0,466.0,356.0
city11,2019,336.0,25.0,176.0,134.0,23824.0,37412.0,32364.0,61940.0,27736.0,47380.0,2.0,66.0,90340.0,1143.0,473.0,360.0
city11,2020,,,,,24480.0,39800.0,35432.0,64120.0,30544.0,51612.0,2.0,67.0,97764.0,1286.0,480.0,364.0
city11,2021,330.0,11.0,173.0,146.0,28508.0,43596.0,36384.0,69835.0,31756.0,54664.0,2.0,71.0,107612.0,1313.0,540.0,367.0
city11,2022,,,,,30568.0,46276.0,42304.0,72095.0,37155.0,60048.0,2.0,72.0,107612.0,1322.0,,
city12,2001,,,,,,,,,,,,,7816.0,869.0,479.0,0.0
city12,2002,245.0,97.0,75.0,73.0,,,,,,,4.0,,9060.0,870.0,,
city12,2003,242.0,79.0,87.0,77.0,,,,,,,4.0,,10056.0,870.0,,
city12,2004,244.0,73.0,93.0,78.0,,,,,,,4.0,,11420.0,868.0,,
city12,2005,255.0,69.0,101.0,85.0,,,,,,,2.0,,13188.0,866.0,,
city12,2006,256.0,65.0,105.0,86.0,,,,,,,3.0,,15088.0,869.0,,
city12,2007,266.0,66.0,109.0,90.0,,,,,,,3.0,46.0,17308.0,864.0,463.0,504.0
city12,2008,281.0,67.0,117.0,97.0,,,,,,,3.0,48.0,21264.0,864.0,458.0,501.0
city12,2009,284.0,67.0,118.0,99.0,,,,,,,3.0,49.0,25732.0,869.0,464.0,501.0
city12,2010,284.0,67.0,119.0,99.0,,,,,,,3.0,51.0,29796.0,872.0,467.0,504.0
city12,2011,287.0,65.0,119.0,103.0,,11044.0,,23595.0,,,3.0,56.0,34488.0,876.0,462.0,505.0
city12,2012,284.0,73.0,119.0,92.0,,12492.0,,26570.0,,,2.0,57.0,38324.0,875.0,463.0,507.0
city12,2013,284.0,71.0,119.0,94.0,,13980.0,,29110.0,,,2.0,58.0,42980.0,801.0,463.0,506.0
city12,2014,285.0,69.0,119.0,97.0,,15076.0,,31345.0,,,2.0,59.0,46788.0,879.0,463.0,508.0
city12,2015,281.0,63.0,118.0,100.0,,16408.0,,34090.0,,,2.0,60.0,53396.0,878.0,464.0,509.0
city12,2016,278.0,60.0,113.0,105.0,,17860.0,,36825.0,,,2.0,62.0,57872.0,2136.0,464.0,508.0
city12,2017,278.0,60.0,113.0,105.0,,19492.0,,40055.0,,,2.0,63.0,61068.0,,465.0,508.0
city12,2018,276.0,56.0,112.0,108.0,,21216.0,,43450.0,,,2.0,65.0,65508.0,2192.0,465.0,505.0
city12,2019,275.0,54.0,113.0,108.0,,23116.0,,47215.0,,,2.0,66.0,70848.0,2208.0,464.0,503.0
